1322 700
700 1322
1275 371
371 1275
720 615
615 720
547 297
297 547
808 1278
1278 808
1033 199
199 1033
1179 790
790 1179
837 898
898 837
1044 792
792 1044
53 818
818 53
956 133
133 956
254 1099
1099 254
501 1195
1195 501
656 864
864 656
373 824
824 373
829 913
913 829
631 1260
1260 631
205 801
801 205
337 1384
1384 337
1302 1211
1211 1302
1441 281
281 1441
62 1266
1266 62
1313 600
600 1313
663 905
905 663
1256 1086
1086 1256
1214 939
939 1214
1147 732
732 1147
27 1198
1198 27
300 415
415 300
165 183
183 165
751 1012
1012 751
1011 1257
1257 1011
587 956
956 587
250 1335
1335 250
1370 1399
1399 1370
985 839
839 985
663 469
469 663
41 106
106 41
644 1414
1414 644
143 307
307 143
1317 1212
1212 1317
1451 573
573 1451
524 621
621 524
1028 1045
1045 1028
1294 1033
1033 1294
542 571
571 542
0 1391
1391 0
1011 118
118 1011
1349 195
195 1349
864 1148
1148 864
1153 341
341 1153
1442 1063
1063 1442
434 572
572 434
13 776
776 13
486 511
511 486
273 503
503 273
889 1003
1003 889
374 1403
1403 374
1242 1067
1067 1242
299 1429
1429 299
628 58
58 628
601 1118
1118 601
775 552
552 775
1367 1003
1003 1367
162 1310
1310 162
139 995
995 139
459 1075
1075 459
1361 1194
1194 1361
975 23
23 975
1036 994
994 1036
1256 710
710 1256
889 1314
1314 889
1411 217
217 1411
377 758
758 377
923 618
618 923
1098 728
728 1098
334 1428
1428 334
963 267
267 963
908 636
636 908
289 1405
1405 289
405 218
218 405
388 488
488 388
1045 460
460 1045
140 1114
1114 140
1222 204
204 1222
410 1055
1055 410
1441 219
219 1441
1325 330
330 1325
691 871
871 691
858 518
518 858
566 1034
1034 566
535 72
72 535
266 331
331 266
931 775
775 931
563 1147
1147 563
928 495
495 928
1308 1385
1385 1308
409 65
65 409
601 296
296 601
101 906
906 101
1054 1144
1144 1054
1119 1051
1051 1119
1437 459
459 1437
337 1271
1271 337
16 455
455 16
521 68
68 521
1387 625
625 1387
1194 964
964 1194
344 358
358 344
887 23
23 887
903 1396
1396 903
1346 1304
1304 1346
1093 930
930 1093
439 251
251 439
96 1107
1107 96
937 33
33 937
993 399
399 993
1137 1168
1168 1137
1236 745
745 1236
646 1289
1289 646
49 1071
1071 49
641 220
220 641
276 39
39 276
366 522
522 366
493 308
308 493
1113 569
569 1113
1376 938
938 1376
458 713
713 458
1180 83
83 1180
1312 173
173 1312
421 807
807 421
1411 192
192 1411
1373 861
861 1373
467 553
553 467
99 847
847 99
651 980
980 651
80 388
388 80
552 217
217 552
1451 1117
1117 1451
102 800
800 102
62 517
517 62
1204 1434
1434 1204
1158 4
4 1158
202 80
80 202
1293 1057
1057 1293
636 665
665 636
753 1287
1287 753
89 1436
1436 89
1134 1053
1053 1134
1210 127
127 1210
1454 1419
1419 1454
284 625
625 284
1361 470
470 1361
1330 197
197 1330
340 1056
1056 340
1443 167
167 1443
1190 1336
1336 1190
58 1047
1047 58
1368 27
27 1368
507 1135
1135 507
1289 1110
1110 1289
171 1033
1033 171
299 725
725 299
1024 973
973 1024
646 674
674 646
487 906
906 487
1455 23
23 1455
602 28
28 602
183 621
621 183
15 23
23 15
305 1410
1410 305
860 1412
1412 860
1431 1435
1435 1431
679 1219
1219 679
1093 1009
1009 1093
942 131
131 942
1197 1329
1329 1197
256 834
834 256
1039 388
388 1039
1026 474
474 1026
443 471
471 443
321 1375
1375 321
569 195
195 569
1236 975
975 1236
2 1347
1347 2
49 1420
1420 49
738 1121
1121 738
339 1430
1430 339
378 916
916 378
216 818
818 216
1301 229
229 1301
1195 1123
1123 1195
130 140
140 130
855 687
687 855
496 1061
1061 496
1256 1152
1152 1256
870 1102
1102 870
684 632
632 684
620 556
556 620
983 557
557 983
1437 399
399 1437
468 269
269 468
130 99
99 130
172 362
362 172
245 723
723 245
143 1287
1287 143
1230 116
116 1230
132 774
774 132
94 969
969 94
1200 617
617 1200
578 838
838 578
182 438
438 182
650 1230
1230 650
951 147
147 951
524 192
192 524
93 696
696 93
775 833
833 775
623 748
748 623
1089 764
764 1089
535 544
544 535
55 2
2 55
137 640
640 137
1011 390
390 1011
756 1321
1321 756
990 782
782 990
1202 25
25 1202
1136 166
166 1136
477 1432
1432 477
483 967
967 483
935 1222
1222 935
73 104
104 73
944 935
935 944
754 1219
1219 754
1004 1104
1104 1004
389 912
912 389
407 345
345 407
731 1077
1077 731
974 131
131 974
545 601
601 545
391 458
458 391
695 1450
1450 695
732 1303
1303 732
142 1094
1094 142
958 732
732 958
1104 805
805 1104
377 1038
1038 377
174 1117
1117 174
672 1300
1300 672
1301 1146
1146 1301
481 837
837 481
1027 1070
1070 1027
1287 1014
1014 1287
1170 1080
1080 1170
575 805
805 575
616 848
848 616
1299 819
819 1299
958 1087
1087 958
1387 1439
1439 1387
142 1071
1071 142
172 233
233 172
750 1337
1337 750
364 1432
1432 364
496 972
972 496
1251 1200
1200 1251
412 1303
1303 412
481 1356
1356 481
896 1329
1329 896
1337 1090
1090 1337
1053 358
358 1053
646 308
308 646
633 587
587 633
128 166
166 128
822 977
977 822
1064 655
655 1064
1416 692
692 1416
1387 820
820 1387
1346 627
627 1346
55 799
799 55
1107 308
308 1107
1033 741
741 1033
1320 1111
1111 1320
987 703
703 987
1251 561
561 1251
357 351
351 357
209 917
917 209
41 936
936 41
286 198
198 286
1103 1148
1148 1103
377 1418
1418 377
544 1286
1286 544
211 1443
1443 211
522 399
399 522
874 682
682 874
836 250
250 836
1141 215
215 1141
106 622
622 106
876 35
35 876
1010 1155
1155 1010
885 1017
1017 885
73 1321
1321 73
90 612
612 90
1355 425
425 1355
965 753
753 965
225 1425
1425 225
516 88
88 516
507 486
486 507
279 692
692 279
23 389
389 23
451 575
575 451
0 1142
1142 0
664 1401
1401 664
747 386
386 747
453 1216
1216 453
1214 78
78 1214
652 431
431 652
222 216
216 222
121 64
64 121
762 446
446 762
100 1433
1433 100
764 459
459 764
423 541
541 423
975 995
995 975
18 668
668 18
1031 1348
1348 1031
675 961
961 675
809 32
32 809
1389 1012
1012 1389
76 420
420 76
680 1163
1163 680
499 622
622 499
132 1399
1399 132
775 1321
1321 775
1047 197
197 1047
242 1028
1028 242
524 912
912 524
1242 1262
1262 1242
727 759
759 727
443 375
375 443
708 1182
1182 708
966 1317
1317 966
788 800
800 788
54 1112
1112 54
826 1255
1255 826
1190 27
27 1190
1236 57
57 1236
662 1172
1172 662
1214 630
630 1214
1349 417
417 1349
587 234
234 587
1039 1164
1164 1039
101 1395
1395 101
551 313
313 551
1215 1129
1129 1215
1392 383
383 1392
1377 249
249 1377
412 1440
1440 412
1071 86
86 1071
312 1363
1363 312
660 906
906 660
653 290
290 653
49 1225
1225 49
1194 918
918 1194
340 1072
1072 340
495 438
438 495
352 302
302 352
1344 600
600 1344
946 271
271 946
400 90
90 400
221 1314
1314 221
142 324
324 142
660 1450
1450 660
972 1182
1182 972
646 176
176 646
775 981
981 775
1406 63
63 1406
1027 149
149 1027
206 704
704 206
471 439
439 471
905 150
150 905
1448 526
526 1448
1445 313
313 1445
990 130
130 990
1350 522
522 1350
829 1046
1046 829
327 892
892 327
1027 1102
1102 1027
374 287
287 374
1323 580
580 1323
277 87
87 277
493 897
